State	State Code	ZCTA	Congressional District Number	CD	2016 House Margin
IA	19	50843	3	IA3	13.7
IA	19	50845	3	IA3	13.7
IA	19	50846	3	IA3	13.7
IA	19	50847	3	IA3	13.7
IA	19	50848	3	IA3	13.7
IA	19	50849	3	IA3	13.7
IA	19	50851	3	IA3	13.7
IA	19	50853	3	IA3	13.7
IA	19	50854	3	IA3	13.7
IA	19	50857	3	IA3	13.7
IA	19	50858	3	IA3	13.7
IA	19	50859	3	IA3	13.7
IA	19	50860	3	IA3	13.7
IA	19	50861	3	IA3	13.7
IA	19	50862	3	IA3	13.7
IA	19	50863	3	IA3	13.7
IA	19	50864	3	IA3	13.7
IA	19	51501	3	IA3	13.7
IA	19	51503	3	IA3	13.7
IA	19	51510	3	IA3	13.7
IA	19	51521	3	IA3	13.7
IA	19	51525	3	IA3	13.7
IA	19	51526	3	IA3	13.7
IA	19	51532	3	IA3	13.7
IA	19	51533	3	IA3	13.7
IA	19	51534	3	IA3	13.7
IA	19	51535	3	IA3	13.7
IA	19	51536	3	IA3	13.7
IA	19	51540	3	IA3	13.7
IA	19	51541	3	IA3	13.7
IA	19	51542	3	IA3	13.7
IA	19	51544	3	IA3	13.7
IA	19	51548	3	IA3	13.7
IA	19	51549	3	IA3	13.7
IA	19	51551	3	IA3	13.7
IA	19	51552	3	IA3	13.7
IA	19	51553	3	IA3	13.7
IA	19	51554	3	IA3	13.7
IA	19	51555	3	IA3	13.7
IA	19	51559	3	IA3	13.7
IA	19	51560	3	IA3	13.7
IA	19	51561	3	IA3	13.7
IA	19	51566	3	IA3	13.7
IA	19	51570	3	IA3	13.7
IA	19	51571	3	IA3	13.7
IA	19	51573	3	IA3	13.7
IA	19	51575	3	IA3	13.7
IA	19	51576	3	IA3	13.7
IA	19	51577	3	IA3	13.7
IA	19	51601	3	IA3	13.7
IA	19	51630	3	IA3	13.7
IA	19	51631	3	IA3	13.7
IA	19	51632	3	IA3	13.7
IA	19	51636	3	IA3	13.7
IA	19	51637	3	IA3	13.7
IA	19	51638	3	IA3	13.7
IA	19	51639	3	IA3	13.7
IA	19	51640	3	IA3	13.7
IA	19	51645	3	IA3	13.7
IA	19	51646	3	IA3	13.7
IA	19	51647	3	IA3	13.7
IA	19	51648	3	IA3	13.7
IA	19	51649	3	IA3	13.7
IA	19	51650	3	IA3	13.7
IA	19	51652	3	IA3	13.7
IA	19	51653	3	IA3	13.7
IA	19	51654	3	IA3	13.7
IA	19	51656	3	IA3	13.7
MN	27	55304	3	MN3	13.7
MN	27	55305	3	MN3	13.7
MN	27	55311	3	MN3	13.7
MN	27	55316	3	MN3	13.7
MN	27	55317	3	MN3	13.7
MN	27	55318	3	MN3	13.7
MN	27	55327	3	MN3	13.7
MN	27	55328	3	MN3	13.7
MN	27	55331	3	MN3	13.7
MN	27	55340	3	MN3	13.7
MN	27	55343	3	MN3	13.7
MN	27	55344	3	MN3	13.7
MN	27	55345	3	MN3	13.7
MN	27	55346	3	MN3	13.7
MN	27	55347	3	MN3	13.7
MN	27	55356	3	MN3	13.7
MN	27	55357	3	MN3	13.7
MN	27	55359	3	MN3	13.7
MN	27	55364	3	MN3	13.7
MN	27	55369	3	MN3	13.7
MN	27	55373	3	MN3	13.7
MN	27	55374	3	MN3	13.7
MN	27	55375	3	MN3	13.7
MN	27	55384	3	MN3	13.7
MN	27	55386	3	MN3	13.7
MN	27	55387	3	MN3	13.7
MN	27	55388	3	MN3	13.7
MN	27	55391	3	MN3	13.7
MN	27	55420	3	MN3	13.7
MN	27	55423	3	MN3	13.7
MN	27	55425	3	MN3	13.7
MN	27	55426	3	MN3	13.7
MN	27	55428	3	MN3	13.7
MN	27	55429	3	MN3	13.7
MN	27	55430	3	MN3	13.7
MN	27	55431	3	MN3	13.7
MN	27	55433	3	MN3	13.7
MN	27	55435	3	MN3	13.7
MN	27	55436	3	MN3	13.7
MN	27	55437	3	MN3	13.7
MN	27	55438	3	MN3	13.7
MN	27	55439	3	MN3	13.7
MN	27	55441	3	MN3	13.7
MN	27	55442	3	MN3	13.7
MN	27	55443	3	MN3	13.7
MN	27	55444	3	MN3	13.7
MN	27	55445	3	MN3	13.7
MN	27	55446	3	MN3	13.7
MN	27	55447	3	MN3	13.7
MN	27	55448	3	MN3	13.7
AZ	4	85602	2	AZ2	14
AZ	4	85603	2	AZ2	14
AZ	4	85605	2	AZ2	14
AZ	4	85606	2	AZ2	14
AZ	4	85607	2	AZ2	14
AZ	4	85608	2	AZ2	14
AZ	4	85609	2	AZ2	14
AZ	4	85610	2	AZ2	14
AZ	4	85611	2	AZ2	14
AZ	4	85613	2	AZ2	14
AZ	4	85614	2	AZ2	14
AZ	4	85615	2	AZ2	14
AZ	4	85616	2	AZ2	14
AZ	4	85617	2	AZ2	14
AZ	4	85620	2	AZ2	14
AZ	4	85622	2	AZ2	14
AZ	4	85625	2	AZ2	14
AZ	4	85626	2	AZ2	14
AZ	4	85627	2	AZ2	14
AZ	4	85629	2	AZ2	14
AZ	4	85630	2	AZ2	14
AZ	4	85632	2	AZ2	14
AZ	4	85635	2	AZ2	14
AZ	4	85637	2	AZ2	14
AZ	4	85638	2	AZ2	14
AZ	4	85641	2	AZ2	14
AZ	4	85645	2	AZ2	14
AZ	4	85650	2	AZ2	14
AZ	4	85705	2	AZ2	14
AZ	4	85706	2	AZ2	14
AZ	4	85707	2	AZ2	14
AZ	4	85708	2	AZ2	14
AZ	4	85710	2	AZ2	14
AZ	4	85711	2	AZ2	14
AZ	4	85712	2	AZ2	14
AZ	4	85713	2	AZ2	14
AZ	4	85714	2	AZ2	14
AZ	4	85715	2	AZ2	14
AZ	4	85716	2	AZ2	14
AZ	4	85719	2	AZ2	14
AZ	4	85730	2	AZ2	14
AZ	4	85745	2	AZ2	14
AZ	4	85747	2	AZ2	14
AZ	4	85748	2	AZ2	14
AZ	4	85749	2	AZ2	14
AZ	4	85750	2	AZ2	14
AZ	4	85756	2	AZ2	14
CO	8	2070	3	CO3	14.3
CO	8	2130	3	CO3	14.3
CO	8	2190	3	CO3	14.3
CO	8	2280	3	CO3	14.3
CO	8	2400	3	CO3	14.3
CO	8	2850	3	CO3	14.3
CO	8	3030	3	CO3	14.3
CO	8	3090	3	CO3	14.3
CO	8	3150	3	CO3	14.3
CO	8	3300	3	CO3	14.3
CO	8	3330	3	CO3	14.3
CO	8	3390	3	CO3	14.3
CO	8	3420	3	CO3	14.3
CO	8	3480	3	CO3	14.3
CO	8	3540	3	CO3	14.3
CO	8	3630	3	CO3	14.3
CO	8	3960	3	CO3	14.3
CO	8	4110	3	CO3	14.3
CO	8	4140	3	CO3	14.3
CO	8	4260	3	CO3	14.3
CO	8	4380	3	CO3	14.3
CO	8	4470	3	CO3	14.3
CO	8	4590	3	CO3	14.3
CO	8	4620	3	CO3	14.3
CO	8	4770	3	CO3	14.3
CO	8	5100	3	CO3	14.3
CO	8	5160	3	CO3	14.3
CO	8	5190	3	CO3	14.3
CO	8	5460	3	CO3	14.3
CO	8	5610	3	CO3	14.3
CO	8	5700	3	CO3	14.3
CO	8	5730	3	CO3	14.3
CO	8	5760	3	CO3	14.3
CO	8	5790	3	CO3	14.3
CO	8	5850	3	CO3	14.3
CO	8	5880	3	CO3	14.3
CO	8	5910	3	CO3	14.3
CO	8	5970	3	CO3	14.3
CO	8	6120	3	CO3	14.3
CO	8	6150	3	CO3	14.3
CO	8	6180	3	CO3	14.3
CO	8	6210	3	CO3	14.3
CO	8	6240	3	CO3	14.3
CO	8	6300	3	CO3	14.3
CO	8	6360	3	CO3	14.3
CO	8	6390	3	CO3	14.3
CO	8	6420	3	CO3	14.3
CO	8	6450	3	CO3	14.3
CO	8	6570	3	CO3	14.3
CO	8	6660	3	CO3	14.3
CO	8	6870	3	CO3	14.3
CO	8	7050	3	CO3	14.3
CO	8	7080	3	CO3	14.3
CO	8	7200	3	CO3	14.3
CO	8	80423	3	CO3	14.3
CO	8	80426	3	CO3	14.3
CO	8	80428	3	CO3	14.3
CO	8	80434	3	CO3	14.3
CO	8	80461	3	CO3	14.3
CO	8	80463	3	CO3	14.3
CO	8	80467	3	CO3	14.3
CO	8	80469	3	CO3	14.3
CO	8	80473	3	CO3	14.3
CO	8	80477	3	CO3	14.3
CO	8	80479	3	CO3	14.3
CO	8	80480	3	CO3	14.3
CO	8	80483	3	CO3	14.3
CO	8	80487	3	CO3	14.3
CO	8	80488	3	CO3	14.3
CO	8	81001	3	CO3	14.3
CO	8	81003	3	CO3	14.3
CO	8	81004	3	CO3	14.3
CO	8	81005	3	CO3	14.3
CO	8	81006	3	CO3	14.3
CO	8	81007	3	CO3	14.3
CO	8	81008	3	CO3	14.3
CO	8	81019	3	CO3	14.3
CO	8	81022	3	CO3	14.3
CO	8	81023	3	CO3	14.3
CO	8	81025	3	CO3	14.3
CO	8	81039	3	CO3	14.3
CO	8	81040	3	CO3	14.3
CO	8	81055	3	CO3	14.3
CO	8	81069	3	CO3	14.3
CO	8	81089	3	CO3	14.3
CO	8	81101	3	CO3	14.3
CO	8	81120	3	CO3	14.3
CO	8	81121	3	CO3	14.3
CO	8	81122	3	CO3	14.3
CO	8	81123	3	CO3	14.3
CO	8	81124	3	CO3	14.3
CO	8	81125	3	CO3	14.3
CO	8	81126	3	CO3	14.3
CO	8	81128	3	CO3	14.3
CO	8	81129	3	CO3	14.3
CO	8	81130	3	CO3	14.3
CO	8	81131	3	CO3	14.3
CO	8	81132	3	CO3	14.3
CO	8	81133	3	CO3	14.3
CO	8	81136	3	CO3	14.3
CO	8	81137	3	CO3	14.3
CO	8	81138	3	CO3	14.3
CO	8	81140	3	CO3	14.3
CO	8	81141	3	CO3	14.3
CO	8	81143	3	CO3	14.3
CO	8	81144	3	CO3	14.3
CO	8	81146	3	CO3	14.3
CO	8	81147	3	CO3	14.3
CO	8	81148	3	CO3	14.3
CO	8	81149	3	CO3	14.3
CO	8	81151	3	CO3	14.3
CO	8	81152	3	CO3	14.3
CO	8	81154	3	CO3	14.3
CO	8	81155	3	CO3	14.3
CO	8	81210	3	CO3	14.3
CO	8	81220	3	CO3	14.3
CO	8	81224	3	CO3	14.3
CO	8	81225	3	CO3	14.3
CO	8	81230	3	CO3	14.3
CO	8	81231	3	CO3	14.3
CO	8	81235	3	CO3	14.3
CO	8	81237	3	CO3	14.3
CO	8	81239	3	CO3	14.3
CO	8	81241	3	CO3	14.3
CO	8	81243	3	CO3	14.3
CO	8	81248	3	CO3	14.3
CO	8	81251	3	CO3	14.3
CO	8	81252	3	CO3	14.3
CO	8	81253	3	CO3	14.3
CO	8	81301	3	CO3	14.3
CO	8	81303	3	CO3	14.3
CO	8	81320	3	CO3	14.3
CO	8	81321	3	CO3	14.3
CO	8	81323	3	CO3	14.3
CO	8	81324	3	CO3	14.3
CO	8	81325	3	CO3	14.3
CO	8	81326	3	CO3	14.3
CO	8	81327	3	CO3	14.3
CO	8	81328	3	CO3	14.3
CO	8	81330	3	CO3	14.3
CO	8	81331	3	CO3	14.3
CO	8	81332	3	CO3	14.3
CO	8	81334	3	CO3	14.3
CO	8	81335	3	CO3	14.3
CO	8	81401	3	CO3	14.3
CO	8	81403	3	CO3	14.3
CO	8	81410	3	CO3	14.3
CO	8	81411	3	CO3	14.3
CO	8	81413	3	CO3	14.3
CO	8	81415	3	CO3	14.3
CO	8	81416	3	CO3	14.3
CO	8	81418	3	CO3	14.3
CO	8	81419	3	CO3	14.3
CO	8	81422	3	CO3	14.3
CO	8	81423	3	CO3	14.3
CO	8	81424	3	CO3	14.3
CO	8	81425	3	CO3	14.3
CO	8	81426	3	CO3	14.3
CO	8	81427	3	CO3	14.3
CO	8	81428	3	CO3	14.3
CO	8	81429	3	CO3	14.3
CO	8	81430	3	CO3	14.3
CO	8	81431	3	CO3	14.3
CO	8	81432	3	CO3	14.3
CO	8	81433	3	CO3	14.3
CO	8	81434	3	CO3	14.3
CO	8	81435	3	CO3	14.3
CO	8	81501	3	CO3	14.3
CO	8	81503	3	CO3	14.3
CO	8	81504	3	CO3	14.3
CO	8	81505	3	CO3	14.3
CO	8	81506	3	CO3	14.3
CO	8	81507	3	CO3	14.3
CO	8	81520	3	CO3	14.3
CO	8	81521	3	CO3	14.3
CO	8	81522	3	CO3	14.3
CO	8	81523	3	CO3	14.3
CO	8	81524	3	CO3	14.3
CO	8	81525	3	CO3	14.3
CO	8	81526	3	CO3	14.3
CO	8	81527	3	CO3	14.3
CO	8	81601	3	CO3	14.3
CO	8	81610	3	CO3	14.3
CO	8	81611	3	CO3	14.3
CO	8	81612	3	CO3	14.3
CO	8	81615	3	CO3	14.3
CO	8	81620	3	CO3	14.3
CO	8	81621	3	CO3	14.3
CO	8	81623	3	CO3	14.3
CO	8	81624	3	CO3	14.3
CO	8	81625	3	CO3	14.3
CO	8	81630	3	CO3	14.3
CO	8	81631	3	CO3	14.3
CO	8	81632	3	CO3	14.3
CO	8	81633	3	CO3	14.3
CO	8	81635	3	CO3	14.3
CO	8	81637	3	CO3	14.3
CO	8	81638	3	CO3	14.3
CO	8	81639	3	CO3	14.3
CO	8	81640	3	CO3	14.3
CO	8	81641	3	CO3	14.3
CO	8	81642	3	CO3	14.3
CO	8	81643	3	CO3	14.3
CO	8	81645	3	CO3	14.3
CO	8	81646	3	CO3	14.3
CO	8	81647	3	CO3	14.3
CO	8	81648	3	CO3	14.3
CO	8	81650	3	CO3	14.3
CO	8	81652	3	CO3	14.3
CO	8	81653	3	CO3	14.3
CO	8	81654	3	CO3	14.3
CO	8	81655	3	CO3	14.3
CO	8	81656	3	CO3	14.3
CA	6	90620	39	CA39	14.4
CA	6	90621	39	CA39	14.4
CA	6	90631	39	CA39	14.4
CA	6	90638	39	CA39	14.4
CA	6	91709	39	CA39	14.4
CA	6	91710	39	CA39	14.4
CA	6	91724	39	CA39	14.4
CA	6	91745	39	CA39	14.4
CA	6	91746	39	CA39	14.4
CA	6	91748	39	CA39	14.4
CA	6	91765	39	CA39	14.4
CA	6	91768	39	CA39	14.4
CA	6	91789	39	CA39	14.4
CA	6	92801	39	CA39	14.4
CA	6	92805	39	CA39	14.4
CA	6	92806	39	CA39	14.4
CA	6	92807	39	CA39	14.4
CA	6	92808	39	CA39	14.4
CA	6	92821	39	CA39	14.4
CA	6	92823	39	CA39	14.4
CA	6	92831	39	CA39	14.4
CA	6	92832	39	CA39	14.4
CA	6	92833	39	CA39	14.4
CA	6	92835	39	CA39	14.4
CA	6	92867	39	CA39	14.4
CA	6	92870	39	CA39	14.4
CA	6	92886	39	CA39	14.4
CA	6	92887	39	CA39	14.4
IL	17	62002	12	IL12	14.6
IL	17	62010	12	IL12	14.6
IL	17	62018	12	IL12	14.6
IL	17	62024	12	IL12	14.6
IL	17	62025	12	IL12	14.6
IL	17	62035	12	IL12	14.6
IL	17	62040	12	IL12	14.6
IL	17	62048	12	IL12	14.6
IL	17	62059	12	IL12	14.6
IL	17	62060	12	IL12	14.6
IL	17	62067	12	IL12	14.6
IL	17	62084	12	IL12	14.6
IL	17	62087	12	IL12	14.6
IL	17	62090	12	IL12	14.6
IL	17	62095	12	IL12	14.6
IL	17	62201	12	IL12	14.6
IL	17	62203	12	IL12	14.6
IL	17	62204	12	IL12	14.6
IL	17	62205	12	IL12	14.6
IL	17	62206	12	IL12	14.6
IL	17	62207	12	IL12	14.6
IL	17	62208	12	IL12	14.6
IL	17	62217	12	IL12	14.6
IL	17	62220	12	IL12	14.6
IL	17	62221	12	IL12	14.6
IL	17	62223	12	IL12	14.6
IL	17	62225	12	IL12	14.6
IL	17	62226	12	IL12	14.6
IL	17	62232	12	IL12	14.6
IL	17	62233	12	IL12	14.6
IL	17	62234	12	IL12	14.6
IL	17	62236	12	IL12	14.6
IL	17	62237	12	IL12	14.6
IL	17	62238	12	IL12	14.6
IL	17	62239	12	IL12	14.6
IL	17	62240	12	IL12	14.6
IL	17	62241	12	IL12	14.6
IL	17	62242	12	IL12	14.6
IL	17	62243	12	IL12	14.6
IL	17	62244	12	IL12	14.6
IL	17	62248	12	IL12	14.6
IL	17	62254	12	IL12	14.6
IL	17	62255	12	IL12	14.6
IL	17	62257	12	IL12	14.6
IL	17	62258	12	IL12	14.6
IL	17	62260	12	IL12	14.6
IL	17	62261	12	IL12	14.6
IL	17	62263	12	IL12	14.6
IL	17	62264	12	IL12	14.6
IL	17	62265	12	IL12	14.6
IL	17	62268	12	IL12	14.6
IL	17	62269	12	IL12	14.6
IL	17	62272	12	IL12	14.6
IL	17	62274	12	IL12	14.6
IL	17	62277	12	IL12	14.6
IL	17	62278	12	IL12	14.6
IL	17	62279	12	IL12	14.6
IL	17	62280	12	IL12	14.6
IL	17	62282	12	IL12	14.6
IL	17	62285	12	IL12	14.6
IL	17	62286	12	IL12	14.6
IL	17	62288	12	IL12	14.6
IL	17	62289	12	IL12	14.6
IL	17	62292	12	IL12	14.6
IL	17	62293	12	IL12	14.6
IL	17	62294	12	IL12	14.6
IL	17	62295	12	IL12	14.6
IL	17	62297	12	IL12	14.6
IL	17	62298	12	IL12	14.6
IL	17	62801	12	IL12	14.6
IL	17	62808	12	IL12	14.6
IL	17	62810	12	IL12	14.6
IL	17	62812	12	IL12	14.6
IL	17	62814	12	IL12	14.6
IL	17	62816	12	IL12	14.6
IL	17	62819	12	IL12	14.6
IL	17	62822	12	IL12	14.6
IL	17	62825	12	IL12	14.6
IL	17	62830	12	IL12	14.6
IL	17	62831	12	IL12	14.6
IL	17	62832	12	IL12	14.6
IL	17	62836	12	IL12	14.6
IL	17	62841	12	IL12	14.6
IL	17	62846	12	IL12	14.6
IL	17	62851	12	IL12	14.6
IL	17	62856	12	IL12	14.6
IL	17	62860	12	IL12	14.6
IL	17	62864	12	IL12	14.6
IL	17	62865	12	IL12	14.6
IL	17	62872	12	IL12	14.6
IL	17	62874	12	IL12	14.6
IL	17	62877	12	IL12	14.6
IL	17	62883	12	IL12	14.6
IL	17	62884	12	IL12	14.6
IL	17	62888	12	IL12	14.6
IL	17	62889	12	IL12	14.6
IL	17	62890	12	IL12	14.6
IL	17	62891	12	IL12	14.6
IL	17	62893	12	IL12	14.6
IL	17	62894	12	IL12	14.6
IL	17	62896	12	IL12	14.6
IL	17	62897	12	IL12	14.6
IL	17	62898	12	IL12	14.6
IL	17	62901	12	IL12	14.6
IL	17	62902	12	IL12	14.6
IL	17	62903	12	IL12	14.6
IL	17	62905	12	IL12	14.6
IL	17	62906	12	IL12	14.6
IL	17	62907	12	IL12	14.6
IL	17	62912	12	IL12	14.6
IL	17	62914	12	IL12	14.6
IL	17	62915	12	IL12	14.6
IL	17	62916	12	IL12	14.6
IL	17	62917	12	IL12	14.6
IL	17	62918	12	IL12	14.6
IL	17	62920	12	IL12	14.6
IL	17	62921	12	IL12	14.6
IL	17	62922	12	IL12	14.6
IL	17	62923	12	IL12	14.6
IL	17	62924	12	IL12	14.6
IL	17	62926	12	IL12	14.6
IL	17	62927	12	IL12	14.6
IL	17	62932	12	IL12	14.6
IL	17	62933	12	IL12	14.6
IL	17	62939	12	IL12	14.6
IL	17	62940	12	IL12	14.6
IL	17	62941	12	IL12	14.6
IL	17	62942	12	IL12	14.6
IL	17	62948	12	IL12	14.6
IL	17	62949	12	IL12	14.6
IL	17	62950	12	IL12	14.6
IL	17	62951	12	IL12	14.6
IL	17	62952	12	IL12	14.6
IL	17	62956	12	IL12	14.6
IL	17	62957	12	IL12	14.6
IL	17	62958	12	IL12	14.6
IL	17	62959	12	IL12	14.6
IL	17	62961	12	IL12	14.6
IL	17	62962	12	IL12	14.6
IL	17	62963	12	IL12	14.6
IL	17	62964	12	IL12	14.6
IL	17	62966	12	IL12	14.6
IL	17	62969	12	IL12	14.6
IL	17	62970	12	IL12	14.6
IL	17	62974	12	IL12	14.6
IL	17	62975	12	IL12	14.6
IL	17	62976	12	IL12	14.6
IL	17	62983	12	IL12	14.6
IL	17	62987	12	IL12	14.6
IL	17	62988	12	IL12	14.6
IL	17	62990	12	IL12	14.6
IL	17	62992	12	IL12	14.6
IL	17	62994	12	IL12	14.6
IL	17	62996	12	IL12	14.6
IL	17	62997	12	IL12	14.6
IL	17	62998	12	IL12	14.6
IL	17	62999	12	IL12	14.6
IL	17	63673	12	IL12	14.6
PA	42	17016	6	PA6	14.6
PA	42	17039	6	PA6	14.6
PA	42	17042	6	PA6	14.6
PA	42	17046	6	PA6	14.6
PA	42	17064	6	PA6	14.6
PA	42	17067	6	PA6	14.6
PA	42	17083	6	PA6	14.6
PA	42	17087	6	PA6	14.6
PA	42	17088	6	PA6	14.6
PA	42	18011	6	PA6	14.6
PA	42	18056	6	PA6	14.6
PA	42	18062	6	PA6	14.6
PA	42	18070	6	PA6	14.6
PA	42	18092	6	PA6	14.6
PA	42	19073	6	PA6	14.6
PA	42	19087	6	PA6	14.6
PA	42	19301	6	PA6	14.6
PA	42	19312	6	PA6	14.6
PA	42	19319	6	PA6	14.6
PA	42	19333	6	PA6	14.6
PA	42	19335	6	PA6	14.6
PA	42	19341	6	PA6	14.6
PA	42	19342	6	PA6	14.6
PA	42	19343	6	PA6	14.6
PA	42	19345	6	PA6	14.6
PA	42	19355	6	PA6	14.6
PA	42	19372	6	PA6	14.6
PA	42	19380	6	PA6	14.6
PA	42	19383	6	PA6	14.6
PA	42	19403	6	PA6	14.6
PA	42	19425	6	PA6	14.6
PA	42	19426	6	PA6	14.6
PA	42	19435	6	PA6	14.6
PA	42	19442	6	PA6	14.6
PA	42	19453	6	PA6	14.6
PA	42	19456	6	PA6	14.6
PA	42	19457	6	PA6	14.6
PA	42	19460	6	PA6	14.6
PA	42	19464	6	PA6	14.6
PA	42	19465	6	PA6	14.6
PA	42	19468	6	PA6	14.6
PA	42	19472	6	PA6	14.6
PA	42	19475	6	PA6	14.6
PA	42	19503	6	PA6	14.6
PA	42	19505	6	PA6	14.6
PA	42	19506	6	PA6	14.6
PA	42	19508	6	PA6	14.6
PA	42	19510	6	PA6	14.6
PA	42	19512	6	PA6	14.6
PA	42	19518	6	PA6	14.6
PA	42	19520	6	PA6	14.6
PA	42	19522	6	PA6	14.6
PA	42	19525	6	PA6	14.6
PA	42	19526	6	PA6	14.6
PA	42	19530	6	PA6	14.6
PA	42	19533	6	PA6	14.6
PA	42	19535	6	PA6	14.6
PA	42	19539	6	PA6	14.6
PA	42	19541	6	PA6	14.6
PA	42	19545	6	PA6	14.6
PA	42	19547	6	PA6	14.6
PA	42	19555	6	PA6	14.6
PA	42	19564	6	PA6	14.6
PA	42	19565	6	PA6	14.6
PA	42	19567	6	PA6	14.6
CA	6	94505	9	CA9	14.8
CA	6	94509	9	CA9	14.8
CA	6	94511	9	CA9	14.8
CA	6	94513	9	CA9	14.8
CA	6	94514	9	CA9	14.8
CA	6	94531	9	CA9	14.8
CA	6	94548	9	CA9	14.8
CA	6	94561	9	CA9	14.8
CA	6	95202	9	CA9	14.8
CA	6	95203	9	CA9	14.8
CA	6	95204	9	CA9	14.8
CA	6	95205	9	CA9	14.8
CA	6	95206	9	CA9	14.8
CA	6	95207	9	CA9	14.8
CA	6	95209	9	CA9	14.8
CA	6	95210	9	CA9	14.8
CA	6	95211	9	CA9	14.8
CA	6	95212	9	CA9	14.8
CA	6	95215	9	CA9	14.8
CA	6	95219	9	CA9	14.8
CA	6	95220	9	CA9	14.8
CA	6	95227	9	CA9	14.8
CA	6	95231	9	CA9	14.8
CA	6	95234	9	CA9	14.8
CA	6	95236	9	CA9	14.8
CA	6	95237	9	CA9	14.8
CA	6	95240	9	CA9	14.8
CA	6	95242	9	CA9	14.8
CA	6	95258	9	CA9	14.8
CA	6	95391	9	CA9	14.8
CA	6	95641	9	CA9	14.8
CA	6	95686	9	CA9	14.8
MI	26	48619	1	MI1	14.8
MI	26	48621	1	MI1	14.8
MI	26	48636	1	MI1	14.8
MI	26	48647	1	MI1	14.8
MI	26	48653	1	MI1	14.8
MI	26	48654	1	MI1	14.8
MI	26	48705	1	MI1	14.8
MI	26	48721	1	MI1	14.8
MI	26	48728	1	MI1	14.8
MI	26	48737	1	MI1	14.8
MI	26	48738	1	MI1	14.8
MI	26	48740	1	MI1	14.8
MI	26	48742	1	MI1	14.8
MI	26	48745	1	MI1	14.8
MI	26	48750	1	MI1	14.8
MI	26	48761	1	MI1	14.8
MI	26	48762	1	MI1	14.8
MI	26	49402	1	MI1	14.8
MI	26	49405	1	MI1	14.8
MI	26	49410	1	MI1	14.8
MI	26	49411	1	MI1	14.8
MI	26	49431	1	MI1	14.8
MI	26	49454	1	MI1	14.8
MI	26	49611	1	MI1	14.8
MI	26	49612	1	MI1	14.8
MI	26	49613	1	MI1	14.8
MI	26	49614	1	MI1	14.8
MI	26	49615	1	MI1	14.8
MI	26	49616	1	MI1	14.8
MI	26	49617	1	MI1	14.8
MI	26	49619	1	MI1	14.8
MI	26	49620	1	MI1	14.8
MI	26	49621	1	MI1	14.8
MI	26	49622	1	MI1	14.8
MI	26	49625	1	MI1	14.8
MI	26	49626	1	MI1	14.8
MI	26	49627	1	MI1	14.8
MI	26	49628	1	MI1	14.8
MI	26	49629	1	MI1	14.8
MI	26	49630	1	MI1	14.8
MI	26	49633	1	MI1	14.8
MI	26	49634	1	MI1	14.8
MI	26	49635	1	MI1	14.8
MI	26	49636	1	MI1	14.8
MI	26	49637	1	MI1	14.8
MI	26	49638	1	MI1	14.8
MI	26	49640	1	MI1	14.8
MI	26	49643	1	MI1	14.8
MI	26	49644	1	MI1	14.8
MI	26	49645	1	MI1	14.8
MI	26	49646	1	MI1	14.8
MI	26	49648	1	MI1	14.8
MI	26	49649	1	MI1	14.8
MI	26	49650	1	MI1	14.8
MI	26	49653	1	MI1	14.8
MI	26	49654	1	MI1	14.8
MI	26	49659	1	MI1	14.8
MI	26	49660	1	MI1	14.8
MI	26	49664	1	MI1	14.8
MI	26	49666	1	MI1	14.8
MI	26	49668	1	MI1	14.8
MI	26	49670	1	MI1	14.8
MI	26	49674	1	MI1	14.8
MI	26	49675	1	MI1	14.8
MI	26	49676	1	MI1	14.8
MI	26	49680	1	MI1	14.8
MI	26	49682	1	MI1	14.8
MI	26	49683	1	MI1	14.8
MI	26	49684	1	MI1	14.8
MI	26	49686	1	MI1	14.8
MI	26	49689	1	MI1	14.8
MI	26	49690	1	MI1	14.8
MI	26	49701	1	MI1	14.8
MI	26	49705	1	MI1	14.8
MI	26	49706	1	MI1	14.8
MI	26	49707	1	MI1	14.8
MI	26	49709	1	MI1	14.8
MI	26	49710	1	MI1	14.8
MI	26	49712	1	MI1	14.8
MI	26	49713	1	MI1	14.8
MI	26	49715	1	MI1	14.8
MI	26	49716	1	MI1	14.8
MI	26	49717	1	MI1	14.8
MI	26	49718	1	MI1	14.8
MI	26	49719	1	MI1	14.8
MI	26	49720	1	MI1	14.8
MI	26	49721	1	MI1	14.8
MI	26	49722	1	MI1	14.8
MI	26	49724	1	MI1	14.8
MI	26	49725	1	MI1	14.8
MI	26	49726	1	MI1	14.8
MI	26	49727	1	MI1	14.8
MI	26	49728	1	MI1	14.8
MI	26	49729	1	MI1	14.8
MI	26	49730	1	MI1	14.8
MI	26	49733	1	MI1	14.8
MI	26	49735	1	MI1	14.8
MI	26	49736	1	MI1	14.8
MI	26	49738	1	MI1	14.8
MI	26	49740	1	MI1	14.8
MI	26	49743	1	MI1	14.8
MI	26	49744	1	MI1	14.8
MI	26	49745	1	MI1	14.8
MI	26	49746	1	MI1	14.8
MI	26	49747	1	MI1	14.8
MI	26	49748	1	MI1	14.8
MI	26	49749	1	MI1	14.8
MI	26	49751	1	MI1	14.8
MI	26	49752	1	MI1	14.8
MI	26	49753	1	MI1	14.8
MI	26	49755	1	MI1	14.8
MI	26	49756	1	MI1	14.8
MI	26	49757	1	MI1	14.8
MI	26	49759	1	MI1	14.8
MI	26	49760	1	MI1	14.8
